设备ID,设备类型,时间戳,温度(℃),压力(MPa),振动(m/s²),流量(m³/h),产量(件),合格率(%),故障标记,故障类型
EQ018,冷却塔,2026-03-13 05:26:42,47.93,2.67,0.888,186.77,770.05,98.93,0,无
EQ018,冷却塔,2026-03-13 06:26:42,41.98,2.81,0.841,220.2,920.25,99.14,0,无
EQ018,冷却塔,2026-03-13 07:26:42,51.77,2.99,1.312,202.98,798.22,98.38,0,无
EQ018,冷却塔,2026-03-13 08:26:42,46.59,2.61,0.661,205.71,760.53,98.65,0,无
EQ018,冷却塔,2026-03-13 09:26:42,45.22,3.28,0.775,207.23,709.41,96.39,0,无
EQ018,冷却塔,2026-03-13 10:26:42,40.18,3.09,0.644,210.92,819.34,97.54,0,无
EQ018,冷却塔,2026-03-13 11:26:42,46.34,2.87,0.863,192.34,819.82,99.36,0,无
EQ018,冷却塔,2026-03-13 12:26:42,37.58,2.79,0.669,204.67,841.88,96.26,0,无
EQ018,冷却塔,2026-03-13 13:26:42,43.9,3.01,0.976,186.56,836.49,98.29,0,无
EQ018,冷却塔,2026-03-13 14:26:42,55.64,3.66,0.959,196.09,824.53,98.58,0,无
EQ018,冷却塔,2026-03-13 15:26:42,48.16,3.13,0.907,215.74,909.9,96.19,0,无
EQ018,冷却塔,2026-03-13 16:26:42,52.8,3.04,0.642,179.74,815.28,98.04,0,无
EQ018,冷却塔,2026-03-13 17:26:42,38.53,2.99,1.007,223.27,806.37,98.12,0,无
EQ018,冷却塔,2026-03-13 18:26:42,48.74,3.35,0.837,205.25,780.04,97.84,0,无
EQ018,冷却塔,2026-03-13 19:26:42,41.18,2.69,0.559,187.07,753.45,98.3,0,无
EQ018,冷却塔,2026-03-13 20:26:42,47.69,2.87,0.632,232.28,777.95,97.41,0,无
EQ018,冷却塔,2026-03-13 21:26:42,35.56,3.16,1.164,197.2,782.65,98.28,0,无
EQ018,冷却塔,2026-03-13 22:26:42,46.85,2.25,0.93,228.13,802.8,97.89,0,无
EQ018,冷却塔,2026-03-13 23:26:42,49.77,3.2,0.835,211.6,841.02,96.83,0,无
EQ018,冷却塔,2026-03-14 00:26:42,38.11,2.61,0.497,212.16,840.64,98.45,0,无
EQ018,冷却塔,2026-03-14 01:26:42,54.97,2.91,0.662,201.84,857.11,97.41,0,无
EQ018,冷却塔,2026-03-14 02:26:42,56.65,1.49,0.903,202.44,780.15,98.91,0,无
EQ018,冷却塔,2026-03-14 03:26:42,24.15,2.9,0.959,178.22,764.96,97.51,0,无
EQ018,冷却塔,2026-03-14 04:26:42,43.02,2.82,0.596,198.94,840.28,98.38,0,无
EQ018,冷却塔,2026-03-14 05:26:42,51.16,2.94,1.052,180.86,865.56,99.09,0,无
EQ018,冷却塔,2026-03-14 06:26:42,35.53,3.14,0.775,198.41,803.3,97.38,0,无
EQ018,冷却塔,2026-03-14 07:26:42,50.63,3.0,0.575,199.44,776.29,98.62,0,无
EQ018,冷却塔,2026-03-14 08:26:42,37.11,3.6,0.824,181.46,789.9,97.52,0,无
EQ018,冷却塔,2026-03-14 09:26:42,40.23,3.13,1.246,228.04,810.06,97.22,0,无
EQ018,冷却塔,2026-03-14 10:26:42,46.68,3.22,0.841,211.18,822.19,98.28,0,无
EQ018,冷却塔,2026-03-14 11:26:42,37.7,2.96,1.182,207.35,858.42,100.01,0,无
EQ018,冷却塔,2026-03-14 12:26:42,37.92,3.78,0.995,217.43,766.49,98.72,0,无
EQ018,冷却塔,2026-03-14 13:26:42,40.19,3.04,0.867,196.42,857.53,97.48,0,无
EQ018,冷却塔,2026-03-14 14:26:42,32.93,2.93,1.051,236.84,865.79,99.07,0,无
EQ018,冷却塔,2026-03-14 15:26:42,42.73,3.69,0.937,210.85,831.41,96.84,0,无
EQ018,冷却塔,2026-03-14 16:26:42,47.3,2.56,0.965,205.04,768.4,99.13,0,无
EQ018,冷却塔,2026-03-14 17:26:42,42.85,2.9,0.907,199.76,811.67,99.03,0,无
EQ018,冷却塔,2026-03-14 18:26:42,40.57,2.75,0.753,199.06,832.11,99.94,0,无
EQ018,冷却塔,2026-03-14 19:26:42,44.74,3.01,0.67,188.41,833.86,98.04,0,无
EQ018,冷却塔,2026-03-14 20:26:42,52.48,3.34,0.974,178.09,834.17,97.07,0,无
EQ018,冷却塔,2026-03-14 21:26:42,33.7,3.07,1.072,210.68,755.91,100.8,0,无
EQ018,冷却塔,2026-03-14 22:26:42,49.9,2.75,0.391,196.93,701.8,96.97,0,无
EQ018,冷却塔,2026-03-14 23:26:42,34.81,2.77,0.693,186.89,915.01,97.81,0,无
EQ018,冷却塔,2026-03-15 00:26:42,52.97,3.17,0.759,192.83,867.55,96.96,0,无
EQ018,冷却塔,2026-03-15 01:26:42,41.24,2.81,0.815,186.37,846.84,99.07,0,无
EQ018,冷却塔,2026-03-15 02:26:42,40.69,3.16,0.632,202.68,858.5,98.1,0,无
EQ018,冷却塔,2026-03-15 03:26:42,44.37,3.69,0.872,187.35,753.96,100.28,0,无
EQ018,冷却塔,2026-03-15 04:26:42,40.56,2.79,0.805,210.98,737.97,97.72,0,无
EQ018,冷却塔,2026-03-15 05:26:42,36.95,2.95,0.964,196.23,898.47,97.15,0,无
EQ018,冷却塔,2026-03-15 06:26:42,69.46,3.39,1.002,239.64,816.19,97.11,0,无
EQ018,冷却塔,2026-03-15 07:26:42,45.5,2.75,0.824,218.5,834.83,97.9,0,无
EQ018,冷却塔,2026-03-15 08:26:42,40.88,3.1,0.906,181.19,749.04,97.71,0,无
EQ018,冷却塔,2026-03-15 09:26:42,37.01,2.46,0.594,205.74,805.1,97.56,0,无
EQ018,冷却塔,2026-03-15 10:26:42,39.38,3.11,0.863,218.64,674.43,96.25,0,无
EQ018,冷却塔,2026-03-15 11:26:42,50.63,3.14,0.987,186.62,780.54,96.72,0,无
EQ018,冷却塔,2026-03-15 12:26:42,30.99,3.04,1.083,197.49,764.18,96.88,0,无
EQ018,冷却塔,2026-03-15 13:26:42,51.68,3.02,0.824,178.34,754.16,98.73,0,无
EQ018,冷却塔,2026-03-15 14:26:42,41.84,2.8,1.302,201.04,791.38,97.86,0,无
EQ018,冷却塔,2026-03-15 15:26:42,40.93,2.98,1.188,206.2,720.23,97.56,0,无
EQ018,冷却塔,2026-03-15 16:26:42,45.63,2.55,0.706,185.58,780.19,98.07,0,无
EQ018,冷却塔,2026-03-15 17:26:42,49.19,2.65,0.783,195.09,788.99,97.18,0,无
EQ018,冷却塔,2026-03-15 18:26:42,44.72,3.15,0.522,225.93,847.08,96.43,0,无
EQ018,冷却塔,2026-03-15 19:26:42,53.68,3.45,0.699,203.09,804.52,96.62,0,无
EQ018,冷却塔,2026-03-15 20:26:42,51.16,2.44,0.858,223.52,715.56,97.71,0,无
EQ018,冷却塔,2026-03-15 21:26:42,51.84,3.12,0.967,189.69,752.96,97.8,0,无
EQ018,冷却塔,2026-03-15 22:26:42,46.59,3.18,0.889,214.68,805.79,96.95,0,无
EQ018,冷却塔,2026-03-15 23:26:42,36.87,3.23,1.001,229.57,921.18,98.97,0,无
EQ018,冷却塔,2026-03-16 00:26:42,47.2,2.87,0.625,201.0,794.75,99.91,0,无
EQ018,冷却塔,2026-03-16 01:26:42,48.52,2.93,0.624,208.01,806.9,97.55,0,无
EQ018,冷却塔,2026-03-16 02:26:42,40.88,3.16,0.719,195.15,775.77,100.83,0,无
EQ018,冷却塔,2026-03-16 03:26:42,45.95,2.75,0.285,175.39,785.35,99.7,0,无
EQ018,冷却塔,2026-03-16 04:26:42,58.72,2.93,0.873,197.52,822.77,97.76,0,无
EQ018,冷却塔,2026-03-16 05:26:42,41.66,2.8,0.942,219.54,777.53,98.73,0,无
EQ018,冷却塔,2026-03-16 06:26:42,45.94,2.89,0.936,220.22,758.79,97.68,0,无
EQ018,冷却塔,2026-03-16 07:26:42,53.8,2.99,0.641,202.55,800.43,99.06,0,无
EQ018,冷却塔,2026-03-16 08:26:42,44.74,3.0,0.79,202.51,875.83,98.72,0,无
EQ018,冷却塔,2026-03-16 09:26:42,38.75,3.08,0.869,205.65,726.01,98.15,0,无
EQ018,冷却塔,2026-03-16 10:26:42,41.59,2.55,1.042,195.77,786.63,98.88,0,无
EQ018,冷却塔,2026-03-16 11:26:42,51.14,2.93,0.806,184.85,752.88,99.3,0,无
EQ018,冷却塔,2026-03-16 12:26:42,45.27,3.29,0.767,206.3,712.81,98.86,0,无
EQ018,冷却塔,2026-03-16 13:26:42,44.83,2.86,0.926,214.91,779.71,96.8,0,无
EQ018,冷却塔,2026-03-16 14:26:42,54.99,2.94,0.416,193.67,822.48,97.92,0,无
EQ018,冷却塔,2026-03-16 15:26:42,44.23,2.89,0.716,180.83,735.12,98.36,0,无
EQ018,冷却塔,2026-03-16 16:26:42,52.38,2.92,1.077,216.48,793.41,98.64,0,无
EQ018,冷却塔,2026-03-16 17:26:42,47.94,2.85,0.368,202.08,835.07,97.45,0,无
EQ018,冷却塔,2026-03-16 18:26:42,57.04,3.31,0.505,197.08,758.01,97.63,0,无
EQ018,冷却塔,2026-03-16 19:26:42,73.39,2.92,0.686,201.41,837.99,98.75,0,无
EQ018,冷却塔,2026-03-16 20:26:42,48.69,3.41,0.782,194.58,792.23,97.19,0,无
EQ018,冷却塔,2026-03-16 21:26:42,40.0,3.22,0.966,160.31,847.01,97.59,0,无
EQ018,冷却塔,2026-03-16 22:26:42,41.21,2.9,0.548,197.48,895.75,96.45,0,无
EQ018,冷却塔,2026-03-16 23:26:42,48.71,3.29,0.916,223.01,849.08,98.67,0,无
EQ018,冷却塔,2026-03-17 00:26:42,51.23,3.3,0.73,209.47,786.35,96.67,0,无
EQ018,冷却塔,2026-03-17 01:26:42,56.02,2.83,1.019,208.02,755.2,97.22,0,无
EQ018,冷却塔,2026-03-17 02:26:42,47.38,3.12,0.725,176.27,840.16,95.07,0,无
EQ018,冷却塔,2026-03-17 03:26:42,47.09,3.34,0.43,202.4,780.81,98.19,0,无
EQ018,冷却塔,2026-03-17 04:26:42,50.87,2.6,0.755,197.53,702.56,98.57,0,无
EQ018,冷却塔,2026-03-17 05:26:42,54.77,3.2,0.826,213.29,770.25,97.12,0,无
EQ018,冷却塔,2026-03-17 06:26:42,48.08,3.07,0.863,187.12,724.75,96.96,0,无
EQ018,冷却塔,2026-03-17 07:26:42,39.88,2.39,0.895,180.66,732.77,97.74,0,无
EQ018,冷却塔,2026-03-17 08:26:42,39.56,2.53,0.507,208.03,783.18,96.49,0,无
EQ018,冷却塔,2026-03-17 09:26:42,53.74,2.79,0.906,198.38,804.9,98.02,0,无
EQ018,冷却塔,2026-03-17 10:26:42,36.73,3.67,0.648,212.38,760.46,96.89,0,无
EQ018,冷却塔,2026-03-17 11:26:42,53.22,3.47,0.891,212.11,737.29,98.66,0,无
EQ018,冷却塔,2026-03-17 12:26:42,48.89,3.13,1.129,165.8,791.04,99.48,0,无
EQ018,冷却塔,2026-03-17 13:26:42,38.33,3.19,0.703,201.33,747.13,100.26,0,无
EQ018,冷却塔,2026-03-17 14:26:42,38.12,2.96,0.748,216.11,803.49,96.42,0,无
EQ018,冷却塔,2026-03-17 15:26:42,41.14,2.35,,226.72,790.04,98.34,0,无
EQ018,冷却塔,2026-03-17 16:26:42,51.61,2.79,1.02,228.69,711.27,99.14,0,无
EQ018,冷却塔,2026-03-17 17:26:42,36.1,2.77,1.026,204.83,777.06,100.23,0,无
EQ018,冷却塔,2026-03-17 18:26:42,43.02,3.33,0.739,206.87,824.6,98.08,0,无
EQ018,冷却塔,2026-03-17 19:26:42,36.49,3.08,0.684,193.13,829.67,98.52,0,无
EQ018,冷却塔,2026-03-17 20:26:42,40.47,3.07,0.804,187.07,759.99,97.22,0,无
EQ018,冷却塔,2026-03-17 21:26:42,44.93,2.91,0.842,186.81,791.34,97.9,0,无
EQ018,冷却塔,2026-03-17 22:26:42,46.96,3.44,1.015,198.88,720.26,97.49,0,无
EQ018,冷却塔,2026-03-17 23:26:42,50.53,2.98,0.548,196.92,776.46,99.26,0,无
EQ018,冷却塔,2026-03-18 00:26:42,41.51,3.12,0.938,181.42,762.77,97.57,0,无
EQ018,冷却塔,2026-03-18 01:26:42,45.83,2.82,0.525,184.89,847.0,100.07,0,无
EQ018,冷却塔,2026-03-18 02:26:42,46.83,3.32,0.871,210.48,837.04,98.68,0,无
EQ018,冷却塔,2026-03-18 03:26:42,47.13,3.04,0.719,207.88,815.52,97.09,0,无
EQ018,冷却塔,2026-03-18 04:26:42,52.13,3.3,0.839,217.67,836.37,97.56,0,无
EQ018,冷却塔,2026-03-18 05:26:42,34.11,2.45,1.052,199.58,781.48,97.34,0,无
EQ018,冷却塔,2026-03-18 06:26:42,45.38,3.27,0.638,201.42,932.9,99.81,0,无
EQ018,冷却塔,2026-03-18 07:26:42,31.61,2.46,1.161,213.44,802.57,98.53,0,无
EQ018,冷却塔,2026-03-18 08:26:42,43.1,2.8,0.946,198.55,843.23,97.45,0,无
EQ018,冷却塔,2026-03-18 09:26:42,49.28,3.09,0.533,222.11,729.61,99.33,0,无
EQ018,冷却塔,2026-03-18 10:26:42,47.73,3.19,0.701,194.47,800.19,96.71,0,无
EQ018,冷却塔,2026-03-18 11:26:42,48.45,2.89,0.376,228.31,813.26,98.33,0,无
EQ018,冷却塔,2026-03-18 12:26:42,40.85,3.1,0.947,178.19,830.18,96.94,0,无
EQ018,冷却塔,2026-03-18 13:26:42,37.28,2.74,1.22,211.75,799.12,99.7,0,无
EQ018,冷却塔,2026-03-18 14:26:42,39.46,2.69,0.617,228.17,843.43,97.18,0,无
EQ018,冷却塔,2026-03-18 15:26:42,40.85,3.08,0.573,197.33,750.34,97.93,0,无
EQ018,冷却塔,2026-03-18 16:26:42,49.89,3.52,0.487,209.0,833.89,97.77,0,无
EQ018,冷却塔,2026-03-18 17:26:42,41.44,2.82,0.429,211.68,761.78,96.33,0,无
EQ018,冷却塔,2026-03-18 18:26:42,46.94,3.09,0.969,227.26,802.01,97.7,0,无
EQ018,冷却塔,2026-03-18 19:26:42,42.66,2.91,0.652,193.49,763.93,96.96,0,无
EQ018,冷却塔,2026-03-18 20:26:42,55.42,3.42,0.427,204.77,796.75,98.14,0,无
EQ018,冷却塔,2026-03-18 21:26:42,36.29,2.45,0.789,194.45,772.53,97.79,0,无
EQ018,冷却塔,2026-03-18 22:26:42,48.6,3.26,0.604,186.69,807.5,99.22,0,无
EQ018,冷却塔,2026-03-18 23:26:42,43.72,3.04,0.527,167.07,915.66,98.28,0,无
EQ018,冷却塔,2026-03-19 00:26:42,38.89,2.36,1.089,185.84,752.73,97.28,0,无
EQ018,冷却塔,2026-03-19 01:26:42,45.82,3.19,0.74,184.27,914.88,97.51,0,无
EQ018,冷却塔,2026-03-19 02:26:42,45.06,2.55,0.916,216.37,756.99,96.16,0,无
EQ018,冷却塔,2026-03-19 03:26:42,42.71,3.57,0.672,237.99,771.97,96.18,0,无
EQ018,冷却塔,2026-03-19 04:26:42,41.94,2.44,0.656,205.73,776.75,99.1,0,无
EQ018,冷却塔,2026-03-19 05:26:42,41.78,2.55,0.83,197.77,798.82,96.73,0,无
EQ018,冷却塔,2026-03-19 06:26:42,46.61,3.42,0.537,171.35,722.79,97.97,0,无
EQ018,冷却塔,2026-03-19 07:26:42,35.35,3.1,0.871,205.51,929.45,96.13,0,无
EQ018,冷却塔,2026-03-19 08:26:42,34.76,3.38,0.907,217.22,697.94,96.64,0,无
EQ018,冷却塔,2026-03-19 09:26:42,50.87,2.95,1.063,193.75,789.4,100.29,0,无
EQ018,冷却塔,2026-03-19 10:26:42,38.76,3.22,0.487,187.01,836.87,96.59,0,无
EQ018,冷却塔,2026-03-19 11:26:42,50.26,2.93,0.605,198.39,770.71,97.29,0,无
EQ018,冷却塔,2026-03-19 12:26:42,42.03,2.58,0.447,168.1,825.17,98.43,0,无
EQ018,冷却塔,2026-03-19 13:26:42,40.24,2.96,1.077,190.61,786.64,99.94,0,无
EQ018,冷却塔,2026-03-19 14:26:42,47.33,3.27,0.942,207.58,763.73,97.03,0,无
EQ018,冷却塔,2026-03-19 15:26:42,49.05,3.16,0.846,204.38,761.39,96.82,0,无
EQ018,冷却塔,2026-03-19 16:26:42,40.6,2.92,0.681,223.52,873.78,98.85,0,无
EQ018,冷却塔,2026-03-19 17:26:42,52.32,2.61,0.944,199.47,776.97,97.72,0,无
EQ018,冷却塔,2026-03-19 18:26:42,43.38,2.89,,179.89,721.39,98.4,0,无
EQ018,冷却塔,2026-03-19 19:26:42,28.14,3.58,0.676,173.0,826.11,97.86,0,无
EQ018,冷却塔,2026-03-19 20:26:42,39.31,2.83,0.782,216.26,667.75,98.32,0,无
EQ018,冷却塔,2026-03-19 21:26:42,54.87,2.76,0.95,210.07,894.07,98.23,0,无
EQ018,冷却塔,2026-03-19 22:26:42,49.22,3.32,0.923,186.61,763.57,98.27,0,无
EQ018,冷却塔,2026-03-19 23:26:42,50.21,3.1,0.593,196.32,730.65,98.59,0,无
EQ018,冷却塔,2026-03-20 00:26:42,56.88,3.16,0.409,201.58,799.27,97.47,0,无
EQ018,冷却塔,2026-03-20 01:26:42,32.73,3.14,0.99,186.74,755.31,97.68,0,无
EQ018,冷却塔,2026-03-20 02:26:42,55.46,2.91,0.647,194.01,828.95,95.98,0,无
EQ018,冷却塔,2026-03-20 03:26:42,43.61,2.9,0.778,189.57,733.46,98.93,0,无
EQ018,冷却塔,2026-03-20 04:26:42,33.97,3.47,0.87,210.22,803.16,99.18,0,无
EQ018,冷却塔,2026-03-20 05:26:42,72.33,3.39,0.969,216.77,764.26,97.62,0,无
EQ018,冷却塔,2026-03-20 06:26:42,45.1,3.0,0.915,188.75,799.69,98.63,0,无
EQ018,冷却塔,2026-03-20 07:26:42,33.51,3.32,1.209,186.27,873.98,98.23,0,无
EQ018,冷却塔,2026-03-20 08:26:42,39.69,3.25,1.188,193.95,746.68,95.77,0,无
EQ018,冷却塔,2026-03-20 09:26:42,44.13,3.05,1.163,227.91,766.84,98.81,0,无
EQ018,冷却塔,2026-03-20 10:26:42,38.09,3.02,0.774,186.86,793.98,98.84,0,无
EQ018,冷却塔,2026-03-20 11:26:42,51.58,2.96,0.783,172.41,813.69,97.73,0,无
EQ018,冷却塔,2026-03-20 12:26:42,44.46,2.86,0.61,186.9,766.17,96.67,0,无
EQ018,冷却塔,2026-03-20 13:26:42,46.75,3.17,0.772,202.65,788.52,99.14,0,无
EQ018,冷却塔,2026-03-20 14:26:42,45.32,3.08,0.961,199.64,869.66,97.34,0,无
EQ018,冷却塔,2026-03-20 15:26:42,55.36,2.94,0.669,176.47,843.58,97.63,0,无
EQ018,冷却塔,2026-03-20 16:26:42,45.86,3.08,0.702,216.1,822.74,97.15,0,无
EQ018,冷却塔,2026-03-20 17:26:42,36.94,3.23,0.752,210.47,787.52,98.21,0,无
EQ018,冷却塔,2026-03-20 18:26:42,49.83,2.55,1.137,205.63,697.8,99.35,0,无
EQ018,冷却塔,2026-03-20 19:26:42,50.93,2.94,1.079,190.42,793.49,100.34,0,无
EQ018,冷却塔,2026-03-20 20:26:42,48.13,3.33,0.963,179.21,814.95,98.21,0,无
EQ018,冷却塔,2026-03-20 21:26:42,52.11,3.45,1.058,192.9,728.15,98.5,0,无
EQ018,冷却塔,2026-03-20 22:26:42,44.47,2.68,0.661,199.12,812.91,97.44,0,无
EQ018,冷却塔,2026-03-20 23:26:42,44.9,2.98,0.855,185.36,765.09,99.35,0,无
EQ018,冷却塔,2026-03-21 00:26:42,43.45,3.14,0.556,217.82,857.58,98.3,0,无
EQ018,冷却塔,2026-03-21 01:26:42,41.32,2.57,1.255,193.92,728.31,97.4,0,无
EQ018,冷却塔,2026-03-21 02:26:42,47.4,2.63,0.682,178.39,872.16,97.92,0,无
EQ018,冷却塔,2026-03-21 03:26:42,36.29,2.73,0.671,200.35,754.42,97.63,0,无
EQ018,冷却塔,2026-03-21 04:26:42,41.18,2.57,0.617,188.43,739.03,96.56,0,无
EQ018,冷却塔,2026-03-21 05:26:42,41.43,3.26,0.77,152.25,850.51,97.31,0,无
EQ018,冷却塔,2026-03-21 06:26:42,53.63,3.24,0.739,197.07,742.96,98.65,0,无
EQ018,冷却塔,2026-03-21 07:26:42,54.7,2.78,0.679,229.6,804.32,96.48,0,无
EQ018,冷却塔,2026-03-21 08:26:42,36.82,3.51,0.895,184.25,816.86,97.17,0,无
EQ018,冷却塔,2026-03-21 09:26:42,33.48,2.9,0.798,176.49,737.16,97.0,0,无
EQ018,冷却塔,2026-03-21 10:26:42,43.77,3.04,0.511,191.27,776.47,96.26,0,无
EQ018,冷却塔,2026-03-21 11:26:42,46.35,3.18,0.862,180.18,829.9,97.9,0,无
EQ018,冷却塔,2026-03-21 12:26:42,50.9,3.14,0.862,195.77,847.81,96.86,0,无
EQ018,冷却塔,2026-03-21 13:26:42,37.42,3.82,0.411,182.13,840.19,96.37,0,无
EQ018,冷却塔,2026-03-21 14:26:42,49.42,3.37,1.069,201.0,741.35,97.09,0,无
EQ018,冷却塔,2026-03-21 15:26:42,52.59,2.44,0.965,175.88,795.24,97.38,0,无
EQ018,冷却塔,2026-03-21 16:26:42,42.34,3.4,0.692,215.64,764.01,98.26,0,无
EQ018,冷却塔,2026-03-21 17:26:42,44.24,2.59,0.53,196.06,780.32,98.68,0,无
EQ018,冷却塔,2026-03-21 18:26:42,33.87,2.75,0.886,196.26,727.26,98.36,0,无
EQ018,冷却塔,2026-03-21 19:26:42,50.09,2.7,0.993,191.06,782.19,97.47,0,无
EQ018,冷却塔,2026-03-21 20:26:42,51.08,2.95,0.955,192.72,817.96,96.91,0,无
EQ018,冷却塔,2026-03-21 21:26:42,51.01,2.91,1.05,199.22,804.78,100.29,0,无
EQ018,冷却塔,2026-03-21 22:26:42,49.47,3.06,0.556,188.67,839.27,97.67,1,流量异常
EQ018,冷却塔,2026-03-21 23:26:42,43.76,2.68,0.881,201.56,835.64,99.24,0,无
EQ018,冷却塔,2026-03-22 00:26:42,47.69,2.65,0.498,210.96,806.01,99.75,0,无
EQ018,冷却塔,2026-03-22 01:26:42,45.15,2.48,0.547,188.75,887.07,99.17,0,无
EQ018,冷却塔,2026-03-22 02:26:42,41.78,2.94,,179.05,855.94,98.94,0,无
EQ018,冷却塔,2026-03-22 03:26:42,43.34,3.55,0.887,203.18,810.88,96.94,0,无
EQ018,冷却塔,2026-03-22 04:26:42,50.67,3.29,,183.23,854.46,96.2,0,无
EQ018,冷却塔,2026-03-22 05:26:42,40.36,3.17,0.718,185.15,869.21,99.13,0,无
EQ018,冷却塔,2026-03-22 06:26:42,51.4,3.1,0.807,226.07,871.76,97.92,0,无
EQ018,冷却塔,2026-03-22 07:26:42,61.27,2.96,0.877,220.86,818.58,97.74,0,无
EQ018,冷却塔,2026-03-22 08:26:42,70.94,3.0,0.374,215.05,768.88,96.85,0,无
EQ018,冷却塔,2026-03-22 09:26:42,52.23,3.11,0.936,198.11,811.21,97.7,0,无
EQ018,冷却塔,2026-03-22 10:26:42,39.83,3.21,0.848,225.82,688.22,99.18,0,无
EQ018,冷却塔,2026-03-22 11:26:42,42.67,2.86,0.917,186.68,777.52,98.59,0,无
EQ018,冷却塔,2026-03-22 12:26:42,41.79,2.79,0.658,205.26,739.77,98.76,0,无
EQ018,冷却塔,2026-03-22 13:26:42,57.69,3.0,0.887,203.97,753.31,98.32,0,无
EQ018,冷却塔,2026-03-22 14:26:42,46.33,3.53,0.85,218.63,821.46,97.49,0,无
EQ018,冷却塔,2026-03-22 15:26:42,37.89,3.09,0.952,198.66,768.35,99.41,0,无
EQ018,冷却塔,2026-03-22 16:26:42,42.35,2.65,0.787,201.17,763.23,97.91,0,无
EQ018,冷却塔,2026-03-22 17:26:42,34.83,3.13,0.59,194.27,766.16,99.4,0,无
EQ018,冷却塔,2026-03-22 18:26:42,43.18,2.75,,226.92,841.82,98.56,0,无
EQ018,冷却塔,2026-03-22 19:26:42,39.81,3.33,0.873,190.45,807.04,97.54,0,无
EQ018,冷却塔,2026-03-22 20:26:42,35.87,3.41,0.437,232.35,789.31,98.45,1,压力异常
EQ018,冷却塔,2026-03-22 21:26:42,48.21,2.7,0.758,198.48,769.82,99.04,0,无
EQ018,冷却塔,2026-03-22 22:26:42,37.74,3.06,0.458,203.59,808.49,99.91,0,无
EQ018,冷却塔,2026-03-22 23:26:42,41.31,2.95,0.752,225.22,771.21,98.23,0,无
EQ018,冷却塔,2026-03-23 00:26:42,43.24,2.95,0.802,216.47,872.69,96.61,0,无
EQ018,冷却塔,2026-03-23 01:26:42,49.69,3.38,0.868,217.76,737.55,98.51,0,无
EQ018,冷却塔,2026-03-23 02:26:42,52.49,2.81,0.542,217.13,778.86,97.42,0,无
EQ018,冷却塔,2026-03-23 03:26:42,33.72,2.85,0.66,172.96,770.74,99.19,0,无
EQ018,冷却塔,2026-03-23 04:26:42,47.05,2.51,0.878,210.9,805.2,97.96,0,无
EQ018,冷却塔,2026-03-23 05:26:42,40.24,3.13,0.917,204.21,887.27,97.79,0,无
EQ018,冷却塔,2026-03-23 06:26:42,37.18,3.5,0.422,194.02,753.95,97.9,0,无
EQ018,冷却塔,2026-03-23 07:26:42,44.18,2.71,1.013,197.98,860.95,96.83,0,无
EQ018,冷却塔,2026-03-23 08:26:42,38.52,2.67,0.904,226.21,784.81,95.69,0,无
EQ018,冷却塔,2026-03-23 09:26:42,47.85,3.2,0.593,208.48,840.54,95.95,0,无
EQ018,冷却塔,2026-03-23 10:26:42,51.7,3.35,0.738,209.68,898.82,97.34,0,无
EQ018,冷却塔,2026-03-23 11:26:42,51.96,3.07,0.572,172.69,836.09,96.69,0,无
EQ018,冷却塔,2026-03-23 12:26:42,50.81,2.34,0.83,195.19,883.85,98.23,0,无
EQ018,冷却塔,2026-03-23 13:26:42,48.68,2.87,0.764,215.79,800.82,97.08,0,无
EQ018,冷却塔,2026-03-23 14:26:42,51.84,3.51,1.101,219.35,785.86,97.02,0,无
EQ018,冷却塔,2026-03-23 15:26:42,37.88,2.61,0.781,226.57,717.3,98.02,0,无
EQ018,冷却塔,2026-03-23 16:26:42,43.08,2.65,0.749,219.35,811.37,98.63,0,无
EQ018,冷却塔,2026-03-23 17:26:42,51.41,3.12,0.726,201.51,746.34,98.06,0,无
EQ018,冷却塔,2026-03-23 18:26:42,45.73,3.4,0.735,195.14,724.22,98.65,0,无
EQ018,冷却塔,2026-03-23 19:26:42,36.18,2.85,0.658,213.36,824.4,98.71,0,无
EQ018,冷却塔,2026-03-23 20:26:42,50.67,2.81,0.626,174.74,806.38,97.22,0,无
EQ018,冷却塔,2026-03-23 21:26:42,47.71,3.35,0.986,201.81,803.9,97.99,0,无
EQ018,冷却塔,2026-03-23 22:26:42,57.75,2.83,0.816,197.29,760.84,97.62,0,无
EQ018,冷却塔,2026-03-23 23:26:42,45.17,2.64,1.13,210.89,854.6,97.84,0,无
EQ018,冷却塔,2026-03-24 00:26:42,43.12,2.94,0.661,219.5,869.84,98.55,0,无
EQ018,冷却塔,2026-03-24 01:26:42,55.19,3.72,1.169,192.96,679.05,98.74,0,无
EQ018,冷却塔,2026-03-24 02:26:42,47.56,3.03,0.754,220.26,722.68,99.53,0,无
EQ018,冷却塔,2026-03-24 03:26:42,55.4,3.05,0.857,182.21,850.22,99.27,0,无
EQ018,冷却塔,2026-03-24 04:26:42,49.59,2.63,0.478,196.4,803.96,99.02,0,无
EQ018,冷却塔,2026-03-24 05:26:42,43.56,3.32,1.026,207.1,843.45,97.58,0,无
EQ018,冷却塔,2026-03-24 06:26:42,38.15,2.83,0.633,218.16,843.13,95.97,0,无
EQ018,冷却塔,2026-03-24 07:26:42,46.07,2.46,0.583,212.48,713.79,96.64,0,无
EQ018,冷却塔,2026-03-24 08:26:42,38.86,2.52,0.516,199.16,715.76,97.75,0,无
